frame_index,event,timestamp_s,h_frame_m,h_valid,h_stale,h_used_for_increment_m,gsd_used_m_per_px,east_m,north_m,yaw_deg
47,none,4.6972570419311523,81.680864090289376,1,0,81.680864090289376,0.11104994953975902,-19.9190993652816,0.96879744619233454,358.82697748185291
48,none,4.8020431995391846,81.680864090289376,1,0,81.680864090289376,0.11104994953975902,-20.078222278788129,0.93240403777534342,358.8123769235998
49,none,4.8895976543426514,81.680864090289376,1,0,81.680864090289376,0.11104994953975902,-20.409652997072538,0.96161378027520483,358.79322556130808
50,none,5.004460334777832,81.866690295638179,1,0,81.680864090289376,0.11104994953975902,-20.385298429255837,0.8968856409996534,358.77695308003467
51,none,5.0969846248626709,81.866690295638179,1,0,81.866690295638179,0.11130259121975324,-20.310172009916968,1.0679161914941684,358.72569906860474
52,none,5.1968810558319092,81.866690295638179,1,0,81.866690295638179,0.11130259121975324,-20.313375889198387,1.1082304694152139,358.76655305621739
53,none,5.2968318462371826,81.866690295638179,1,0,81.866690295638179,0.11130259121975324,-20.902633991275135,1.1899850025431371,358.69370035127076
54,none,5.4060206413269043,81.866690295638179,1,0,81.866690295638179,0.11130259121975324,-21.831437905353262,1.3196168550753014,358.69820211469454
55,none,5.5026669502258301,82.052221669802066,1,0,81.866690295638179,0.11130259121975324,-23.036760510008961,1.3607341151414658,358.68001007464898
56,none,5.5963807106018066,82.052221669802066,1,0,82.052221669802066,0.11155483205937225,-23.244539022217467,1.3174461123993717,358.74581449089641
57,none,5.6998789310455322,82.052221669802066,1,0,82.052221669802066,0.11155483205937225,-23.846404025646613,1.1794538217358728,358.67895581785575
58,none,5.7979047298431396,82.052221669802066,1,0,82.052221669802066,0.11155483205937225,-24.009139762981032,1.081006699868271,358.55259729868561
59,none,5.898231029510498,82.052221669802066,1,0,82.052221669802066,0.11155483205937225,-24.088436530161395,1.1990236015918989,358.59970695944384
60,none,5.9981651306152344,82.052221669802066,1,0,82.052221669802066,0.11155483205937225,-24.13212782743204,1.2931436592888617,358.67702957507441
61,none,6.0998396873474121,82.237428405994379,1,0,82.052221669802066,0.11155483205937225,-24.39064444485124,1.2702911205988481,358.60629119967467
62,none,6.1968133449554443,82.237428405994379,1,0,82.237428405994379,0.11180663153453262,-24.746687267527452,1.1564090975273986,358.60624145594318
63,none,6.2997899055480957,82.237428405994379,1,0,82.237428405994379,0.11180663153453262,-25.289020115227395,1.2273837543883561,358.64892399355688
64,none,6.40010666847229,82.237428405994379,1,0,82.237428405994379,0.11180663153453262,-25.721037440757957,1.0613880887769687,358.52293285644066
65,none,6.4999935626983643,82.237428405994379,1,0,82.237428405994379,0.11180663153453262,-26.290945570374575,1.1185369356843924,358.64229033198222
66,none,6.5986509323120117,82.422281442339653,1,0,82.237428405994379,0.11180663153453262,-26.47257520956796,1.1749308173909345,358.62996408900563
67,none,6.6989860534667969,82.422281442339653,1,0,82.422281442339653,0.11205795013390153,-26.856928609243479,1.3543179136435561,358.62110219378025
68,none,6.7988886833190918,82.422281442339653,1,0,82.422281442339653,0.11205795013390153,-26.893396879763355,1.3770959000520344,358.55090320628517
69,none,6.8942413330078125,82.422281442339653,1,0,82.422281442339653,0.11205795013390153,-27.232007186023953,1.3642274611194951,358.47379457367316
70,none,6.995821475982666,82.422281442339653,1,0,82.422281442339653,0.11205795013390153,-27.478815274997803,1.3736006473826856,358.55695400031635
71,none,7.0986542701721191,82.606751018729454,1,0,82.422281442339653,0.11205795013390153,-27.888755893522443,1.1817358606828112,358.47580711475638
72,none,7.1960546970367432,82.606751018729454,1,0,82.606751018729454,0.11230874739685731,-28.107707246807191,1.2490277614072367,358.55875925917098
73,none,7.2997558116912842,82.606751018729454,1,0,82.606751018729454,0.11230874739685731,-28.363180406836861,1.3304928825394862,358.51978086372247
74,none,7.3995096683502197,82.606751018729454,1,0,82.606751018729454,0.11230874739685731,-28.632459813723901,1.3704601350687529,358.36551693120379
75,none,7.4977023601531982,82.606751018729454,1,0,82.606751018729454,0.11230874739685731,-29.246975592705265,1.3143098223348677,358.42390761453902
76,none,7.5972814559936523,82.790808968675094,1,0,82.606751018729454,0.11230874739685731,-29.260311837121112,1.3285999796652379,358.49002741254702
77,none,7.6991438865661621,82.790808968675094,1,0,82.790808968675094,0.11255898502939829,-29.476299414609638,1.2604835863815227,358.46457571327181
78,none,7.7979950904846191,82.790808968675094,1,0,82.790808968675094,0.11255898502939829,-29.761958955692684,1.3459065060106767,358.40057958502183
79,none,7.8990919589996338,82.790808968675094,1,0,82.790808968675094,0.11255898502939829,-30.06972205130964,1.1646345258359523,358.2872376633905
80,none,8.0003137588500977,82.974425787372027,1,0,82.790808968675094,0.11255898502939829,-30.208611707775646,1.2298126670391099,358.36375923390261
81,none,8.1000993251800537,82.974425787372027,1,0,82.974425787372027,0.11280862291800345,-30.640965042066512,1.0120424467134437,358.16690580527688
82,none,8.1983253955841064,82.974425787372027,1,0,82.974425787372027,0.11280862291800345,-31.027770327825881,0.84528678692116477,358.27209183173608
83,none,8.29982590675354,82.974425787372027,1,0,82.974425787372027,0.11280862291800345,-31.446988672208366,0.86983998203305568,358.43281454190418
84,none,8.404655933380127,82.974425787372027,1,0,82.974425787372027,0.11280862291800345,-31.739087490827419,0.64336992834946083,358.27186659100357
85,none,8.4995560646057129,82.974425787372027,1,0,82.974425787372027,0.11280862291800345,-32.177357060627621,0.65048648298315959,358.26158499197862
86,none,8.5998692512512207,83.157572301169765,1,0,82.974425787372027,0.11280862291800345,-32.317439522361752,0.79590578761561293,358.33073074190116
87,none,8.7002129554748535,83.157572301169765,1,0,83.157572301169765,0.11305762139937529,-32.735419008505382,0.97502342330921699,358.26141627073787
88,none,8.8013546466827393,83.157572301169765,1,0,83.157572301169765,0.11305762139937529,-32.9616314142459,1.0251648365231385,358.23007446202473
89,none,8.8974628448486328,83.157572301169765,1,0,83.157572301169765,0.11305762139937529,-33.417904334376573,0.9208751140582927,358.11137296458304
90,none,8.9975948333740234,83.157572301169765,1,0,83.157572301169765,0.11305762139937529,-33.652174302040557,0.85052299309649382,358.06879153658156
91,none,9.0976312160491943,83.340219624189416,1,0,83.157572301169765,0.11305762139937529,-34.015714898928351,0.8577025729530503,358.10428999029546
92,none,9.1949195861816406,83.340219624189416,1,0,83.340219624189416,0.11330594120145872,-34.183122726478054,0.78770413470558687,358.13910333714682
93,none,9.2998521327972412,83.340219624189416,1,0,83.340219624189416,0.11330594120145872,-34.728990164299411,0.76531038339409796,358.15472299973442
94,none,9.4000546932220459,83.340219624189416,1,0,83.340219624189416,0.11330594120145872,-35.044665609302321,0.91479685093435492,358.22469009513111
95,none,9.4999206066131592,83.340219624189416,1,0,83.340219624189416,0.11330594120145872,-35.391278482721219,0.79515337678855846,358.22379251080747
96,none,9.5955908298492432,83.522339602172138,1,0,83.340219624189416,0.11330594120145872,-35.651836822662382,0.81423767102925515,358.238699342063
97,none,9.6991369724273682,83.522339602172138,1,0,83.522339602172138,0.11355354404687926,-36.015986704424137,0.80173141798146375,358.04749170496154
98,none,9.7967472076416016,83.522339602172138,1,0,83.522339602172138,0.11355354404687926,-36.402766328583894,0.76023635139473578,358.10748827683068
99,none,9.8958475589752197,83.522339602172138,1,0,83.522339602172138,0.11355354404687926,-36.887424989695035,0.83497970580936254,358.15560476847179
100,none,9.9948816299438477,83.522339602172138,1,0,83.522339602172138,0.11355354404687926,-37.136770094875509,0.82569513750726775,358.05596046606792
101,none,10.097178936004639,83.703902282995685,1,0,83.522339602172138,0.11355354404687926,-37.117722324196805,0.83630318454281338,358.0077923982783
102,none,10.195585489273071,83.703902282995685,1,0,83.703902282995685,0.11380038921396111,-37.136713872771665,0.78874201871913596,358.10999813600108
103,none,10.286737203598022,83.703902282995685,1,0,83.703902282995685,0.11380038921396111,-37.846932531229015,0.78542082647027034,357.87772927218919
104,none,10.410193681716919,83.703902282995685,1,0,83.703902282995685,0.11380038921396111,-38.369707995691456,0.67916835752139126,357.92890132588377
105,none,10.50749659538269,83.88488022687622,1,0,83.703902282995685,0.11380038921396111,-39.124214215457457,0.49370986337487704,357.8353030671181
106,recenter,10.610429525375366,83.88488022687622,1,0,83.88488022687622,0.1140464393967007,-39.369302742498988,0.55289398250987709,357.82433189422767
107,none,10.698299169540405,83.88488022687622,1,0,83.88488022687622,0.1140464393967007,-39.852163082143555,0.5930146967511174,357.84000130159063
108,none,10.79746675491333,83.88488022687622,1,0,83.88488022687622,0.1140464393967007,-39.942726300728651,0.58385782069100889,357.83108187051562
109,none,10.895810604095459,83.88488022687622,1,0,83.88488022687622,0.1140464393967007,-40.029983971470472,0.54964379717460621,357.88046849876645
110,none,10.998268127441406,83.88488022687622,1,0,83.88488022687622,0.1140464393967007,-40.127826527859575,0.64237965417994858,357.80050141007507
111,none,11.099256277084351,84.06524545825657,1,0,83.88488022687622,0.1140464393967007,-40.52521107745018,0.73770126308640893,357.74290688639337
112,none,11.19860315322876,84.06524545825657,1,0,84.06524545825657,0.11429165656067895,-40.806901668773591,0.84923860657614769,357.7329073585704
113,none,11.297996520996094,84.06524545825657,1,0,84.06524545825657,0.11429165656067895,-41.198512748658892,0.61327904027807467,357.66257388453693
114,none,11.396875619888306,84.06524545825657,1,0,84.06524545825657,0.11429165656067895,-41.63603942480627,0.60796875154002861,357.58008715792192
115,none,11.49412989616394,84.06524545825657,1,0,84.06524545825657,0.11429165656067895,-41.933444733943716,0.67331948498775607,357.52998529257877
116,none,11.596866369247437,84.244967617147054,1,0,84.06524545825657,0.11429165656067895,-41.687532858543598,0.5749159664001442,357.44947992950097
117,none,11.697390556335449,84.244967617147054,1,0,84.244967617147054,0.11453599942970032,-41.742330489208683,0.73095216330178647,357.35909288786888
118,none,11.797940492630005,84.244967617147054,1,0,84.244967617147054,0.11453599942970032,-41.796428190712646,0.71885862543508205,357.36060212936519
119,none,11.897454023361206,84.244967617147054,1,0,84.244967617147054,0.11453599942970032,-42.221063387874665,0.73686897961239639,357.36934314112261
120,none,11.998354434967041,84.244967617147054,1,0,84.244967617147054,0.11453599942970032,-42.651070732808385,1.103221532385394,357.3544118792887
121,none,12.098556041717529,84.42402067457445,1,0,84.244967617147054,0.11453599942970032,-43.162671183265317,0.91806668046590123,357.3668082362754
122,none,12.200225114822388,84.42402067457445,1,0,84.42402067457445,0.11477943261584135,-43.272337271144046,0.78874989042256272,357.22563045100566
123,none,12.298353433609009,84.42402067457445,1,0,84.42402067457445,0.11477943261584135,-43.46106865312526,0.71651435833412769,357.24113399911857
124,none,12.399658441543579,84.42402067457445,1,0,84.42402067457445,0.11477943261584135,-43.582070301697264,0.5149138190911543,357.20395185853738
125,none,12.497810125350952,84.42402067457445,1,0,84.42402067457445,0.11477943261584135,-44.093071455264337,0.40693585805037563,357.19654220644009
126,none,12.596194267272949,84.602374802212069,1,0,84.42402067457445,0.11477943261584135,-44.606492413762489,0.21551456028780661,357.16591816678039
127,none,12.697763919830322,84.602374802212069,1,0,84.602374802212069,0.11502191556573364,-45.33778014629187,-0.067080052768247217,357.13285384646838
128,none,12.798019647598267,84.602374802212069,1,0,84.602374802212069,0.11502191556573364,-45.647735192310272,-0.19881649554803268,357.12552798315289
129,none,12.898823261260986,84.602374802212069,1,0,84.602374802212069,0.11502191556573364,-45.996817037148233,-0.13374427026405455,357.10810547279192
130,none,12.997488737106323,84.602374802212069,1,0,84.602374802212069,0.11502191556573364,-46.362925706816505,-0.053779202227999118,357.14429078430413
131,none,13.095128774642944,84.780002637583721,1,0,84.602374802212069,0.11502191556573364,-46.667963926117388,0.31752837636144693,357.25483426886223
132,none,13.199318170547485,84.780002637583721,1,0,84.780002637583721,0.11526341107847791,-47.113675009765139,0.59103434952020129,357.17262512849283
133,none,13.299738168716431,84.780002637583721,1,0,84.780002637583721,0.11526341107847791,-47.674709529033116,0.71806164073952927,357.20070061916232
134,none,13.40229606628418,84.780002637583721,1,0,84.780002637583721,0.11526341107847791,-48.105965305657705,0.81594547847500576,357.26336688978341
135,none,13.500541210174561,84.956876616823237,1,0,84.780002637583721,0.11526341107847791,-48.393868174501449,0.45453519468783044,357.0976566272646
136,none,13.602259635925293,84.956876616823237,1,0,84.956876616823237,0.11550388167937327,-48.448908296104946,0.27169820324244365,357.25440342237818
137,none,13.698751449584961,84.956876616823237,1,0,84.956876616823237,0.11550388167937327,-48.620947549939707,0.12596792504619422,357.05219955024774
138,none,13.797804117202759,84.956876616823237,1,0,84.956876616823237,0.11550388167937327,-48.802579311079903,0.22021256440638778,357.01437143131085
139,none,13.896864414215088,84.956876616823237,1,0,84.956876616823237,0.11550388167937327,-49.003852945348982,0.23866710235831001,357.02227112971821
140,none,13.994945526123047,84.956876616823237,1,0,84.956876616823237,0.11550388167937327,-49.294730058948417,0.14887387368862748,357.01134267684614
141,none,14.099185466766357,85.132967663277228,1,0,84.956876616823237,0.11550388167937327,-50.052252733975621,-0.084033070594942,357.03554124840139
142,none,14.196927070617676,85.132967663277228,1,0,85.132967663277228,0.1157432878369955,-50.250643527828522,-0.073693275188302668,357.05293148652646
143,none,14.293027639389038,85.132967663277228,1,0,85.132967663277228,0.1157432878369955,-50.384356601516046,0.014518474102352227,357.00672002722615
144,none,14.404654979705811,85.132967663277228,1,0,85.132967663277228,0.1157432878369955,-50.220925737835685,0.023813990430032163,357.02082020890106
145,none,14.500210285186768,85.308250706127325,1,0,85.132967663277228,0.1157432878369955,-50.085224724949157,0.36982737973926766,357.0387491948112
146,none,14.601313829421997,85.308250706127325,1,0,85.308250706127325,0.11598159546608916,-50.005565393555706,0.61083960494566747,356.93193825740155
147,none,14.699925899505615,85.308250706127325,1,0,85.308250706127325,0.11598159546608916,-50.319018779696293,0.64397186123479555,356.92571243776791
148,none,14.797332048416138,85.308250706127325,1,0,85.308250706127325,0.11598159546608916,-50.621899090694797,0.62630825778647292,356.8326957200839
149,none,14.897838354110718,85.308250706127325,1,0,85.308250706127325,0.11598159546608916,-51.061938858444769,0.76736826314230122,356.93982354951953
150,none,14.997007369995117,85.308250706127325,1,0,85.308250706127325,0.11598159546608916,-51.292443120069677,0.98443606615587742,356.927461602741
151,none,15.09805154800415,85.48269553652004,1,0,85.308250706127325,0.11598159546608916,-51.458280679683298,0.99169489676796574,356.86977319528359
152,none,15.199717283248901,85.48269553652004,1,0,85.48269553652004,0.11621876349593724,-51.294651874730839,0.8917043006262162,356.84225526695485
153,none,15.297168493270874,85.48269553652004,1,0,85.48269553652004,0.11621876349593724,-51.820038039883684,0.81420291840330294,356.80631095607004
154,none,15.398586273193359,85.48269553652004,1,0,85.48269553652004,0.11621876349593724,-52.424652332910043,0.65531653624377095,356.76356825489381
155,none,15.498586654663086,85.48269553652004,1,0,85.48269553652004,0.11621876349593724,-53.142320250100951,0.5068373914068135,356.74657311874267
156,none,15.594725370407104,85.656276862361523,1,0,85.48269553652004,0.11621876349593724,-53.666381291574936,0.7315908355960753,356.79284112473476
157,none,15.694494247436523,85.656276862361523,1,0,85.656276862361523,0.11645475754044726,-54.055494052525063,0.74035617239732709,356.67616574043944
158,none,15.80740761756897,85.656276862361523,1,0,85.656276862361523,0.11645475754044726,-54.05130052207268,0.98537412328807816,356.78655569679574
159,none,15.900044679641724,85.656276862361523,1,0,85.656276862361523,0.11645475754044726,-54.238829329277266,1.0846498803731723,356.82937124869295
160,none,15.991754293441772,85.656276862361523,1,0,85.656276862361523,0.11645475754044726,-54.248791814887738,0.96876369575400889,356.92232541469627
161,none,16.093260765075684,85.828965362372017,1,0,85.656276862361523,0.11645475754044726,-54.586371634364959,0.91855099785358618,356.95572523634843
162,none,16.19894552230835,85.828965362372017,1,0,85.828965362372017,0.11668953773561103,-55.020908205836527,1.0972440874801128,356.74687689949252
163,none,16.294872999191284,85.828965362372017,1,0,85.828965362372017,0.11668953773561103,-55.428712256075784,1.298527504672349,356.75422976164361
164,none,16.399423122406006,85.828965362372017,1,0,85.828965362372017,0.11668953773561103,-55.567330034970979,1.4443764097684253,356.8566709992586
165,none,16.498802423477173,85.828965362372017,1,0,85.828965362372017,0.11668953773561103,-55.845047841710631,1.4069415872499231,356.75860094700596
166,none,16.596502542495728,86.000737882944975,1,0,85.828965362372017,0.11668953773561103,-55.843023179540275,1.3526150579041432,356.7515544633066
167,none,16.694188833236694,86.000737882944975,1,0,86.000737882944975,0.11692307260273557,-56.23616415591291,1.2571329635064532,356.72884606378
168,none,16.796334505081177,86.000737882944975,1,0,86.000737882944975,0.11692307260273557,-56.592454473003919,1.197709013687138,356.73915128408709
169,none,16.895478010177612,86.000737882944975,1,0,86.000737882944975,0.11692307260273557,-56.97133990060631,0.99907204832400764,356.67256187134313
170,none,16.996523141860962,86.000737882944975,1,0,86.000737882944975,0.11692307260273557,-57.267993299224742,0.76661509900155078,356.65322510288456
171,none,17.096843481063843,86.171563617623264,1,0,86.000737882944975,0.11692307260273557,-57.786434419664083,0.67911709817461263,356.58642737331763
172,none,17.198036432266235,86.171563617623264,1,0,86.171563617623264,0.11715532025862652,-58.172189588122798,0.67818974338920279,356.71854111724099
173,none,17.299468755722046,86.171563617623264,1,0,86.171563617623264,0.11715532025862652,-58.673902886191229,0.55481798268239679,356.62640851613054
174,none,17.404293060302734,86.171563617623264,1,0,86.171563617623264,0.11715532025862652,-59.115536192876618,0.7231276756631082,356.71504863263249
175,none,17.500592947006226,86.341418548495639,1,0,86.171563617623264,0.11715532025862652,-59.638266530737944,0.65434015482410102,356.70222251424047
176,none,17.59695029258728,86.341418548495639,1,0,86.341418548495639,0.11738624804951774,-59.621223283185699,0.56277773140294773,356.80333132650986
177,none,17.697455644607544,86.341418548495639,1,0,86.341418548495639,0.11738624804951774,-59.764239428488047,0.58804639243906398,356.77023622605662
178,none,17.798660039901733,86.341418548495639,1,0,86.341418548495639,0.11738624804951774,-59.801923880739103,0.640460881470025,356.71713448978988
179,none,17.897952556610107,86.341418548495639,1,0,86.341418548495639,0.11738624804951774,-60.129445841194055,0.90656259955114726,356.64821128631695
180,none,17.995999336242676,86.341418548495639,1,0,86.341418548495639,0.11738624804951774,-60.353282760080255,1.1708642694522131,356.53111684662787
181,none,18.100466728210449,86.510273990002034,1,0,86.341418548495639,0.11738624804951774,-60.812401150614583,1.4182496753003759,356.51801571693136
182,none,18.201098203659058,86.510273990002034,1,0,86.510273990002034,0.11761581697569941,-61.255538844767443,1.1332663376988914,356.41115549143569
183,none,18.29829740524292,86.510273990002034,1,0,86.510273990002034,0.11761581697569941,-61.920954608171613,0.76041649124379296,356.51214865843832
184,none,18.405981779098511,86.510273990002034,1,0,86.510273990002034,0.11761581697569941,-62.371026177307876,-0.10665700321860216,356.37235716568722
185,none,18.501580238342285,86.678106151547553,1,0,86.510273990002034,0.11761581697569941,-62.797105343843313,-0.28404809956090915,356.44485329953079
186,none,18.597246646881104,86.678106151547553,1,0,86.678106151547553,0.11784399469245539,-62.942529808775205,-0.29055373902442594,356.39947791650093
187,none,18.699184417724609,86.678106151547553,1,0,86.678106151547553,0.11784399469245539,-63.293435452721234,-0.33359889386751795,356.36421009413385
188,none,18.796901702880859,86.678106151547553,1,0,86.678106151547553,0.11784399469245539,-63.718951152690003,-0.23982053532419292,356.48228856710801
189,none,18.895107984542847,86.678106151547553,1,0,86.678106151547553,0.11784399469245539,-64.112132103650524,-0.43525104954573446,356.44821018957822
190,none,18.998887300491333,86.678106151547553,1,0,86.678106151547553,0.11784399469245539,-64.294159160230251,-0.53129607805671886,356.3979142546566
191,none,19.100552082061768,86.844887282477288,1,0,86.678106151547553,0.11784399469245539,-64.732819043715082,-0.61410435116375894,356.40071221144149
192,none,19.199669122695923,86.844887282477288,1,0,86.844887282477288,0.11807074347113455,-64.961156106116889,-0.41285706224432051,356.50113400250245
193,none,19.297721385955811,86.844887282477288,1,0,86.844887282477288,0.11807074347113455,-65.388142300107688,-0.2909472013978216,356.50679688030033
194,none,19.405696153640747,86.844887282477288,1,0,86.844887282477288,0.11807074347113455,-65.275453887748611,-0.10067052435152538,356.61394330772902
195,none,19.499835729598999,86.844887282477288,1,0,86.844887282477288,0.11807074347113455,-65.458725418167035,0.1051739019103253,356.4588018346372
196,none,19.599531173706055,87.010592069360314,1,0,86.844887282477288,0.11807074347113455,-65.45604064417077,0.30653166747846572,356.47616071139458
197,none,19.699475288391113,87.010592069360314,1,0,87.010592069360314,0.11829602889663537,-65.889991929579224,0.36571387007303602,356.47230163897319
198,none,19.797579050064087,87.010592069360314,1,0,87.010592069360314,0.11829602889663537,-66.321691242250182,0.11259799526141362,356.4792213109879
199,none,19.897230625152588,87.010592069360314,1,0,87.010592069360314,0.11829602889663537,-66.665721473842353,-0.14164324983783222,356.45696175409404
200,none,19.998886585235596,87.010592069360314,1,0,87.010592069360314,0.11829602889663537,-66.593309367055554,0.0039872311257962145,356.5532985355058
201,none,20.101134300231934,87.175194259657928,1,0,87.010592069360314,0.11829602889663537,-66.275662882345287,0.20169317826237934,356.4598383246767
202,none,20.201434850692749,87.175194259657928,1,0,87.175194259657928,0.11851981527708402,-66.229011235845221,0.40302584994358043,356.47827972772905
203,none,20.299635410308838,87.175194259657928,1,0,87.175194259657928,0.11851981527708402,-66.909245488061146,0.5599848781860739,356.46680681653413
204,none,20.411943435668945,87.175194259657928,1,0,87.175194259657928,0.11851981527708402,-67.841761365808367,0.5219794644747594,356.444084966623
205,none,20.496533632278442,87.175194259657928,1,0,87.175194259657928,0.11851981527708402,-68.80039261088244,0.39648856203321658,356.3895102856838
