t_avail_s,relative_m
150.5,-2.0654846920259495
151,-2.1370749058281282
151.5,-2.206895887695095
152,-2.2749296910547043
152.5,-2.341160120650966
153,-2.4055725490820294
153.5,-2.4681480829673146
154,-2.528870492696206
154.5,-2.5877246042974944
155,-2.644693821601563
155.5,-2.6997703247829823
156,-2.7529296067264757
156.5,-2.8041645712881555
157,-2.8534559410109179
157.5,-2.900795252312089
158,-2.9461650065289593
158.5,-2.9895550428549571
159,-3.0309505720650387
159.5,-3.0703431237963601
160,-3.107716529183107
160.5,-3.1430582348939358
161,-3.1763676794176599
161.5,-3.2076236628226669
162,-3.2368211144527783
162.5,-3.2639449308475421
163,-3.2889921783516654
163.5,-3.3119498244046608
164,-3.3328085759285235
164.5,-3.3515617599361875
165,-3.3681991856152287
165.5,-3.3827188598355589
166,-3.3951069298138457
166.5,-3.4053606436828749
167,-3.4134721750712305
167.5,-3.4194352376124413
168,-3.4232435256774147
168.5,-3.4248935851389866
169,-3.4243801618358325
169.5,-3.4216963020372955
170,-3.4168431131001356
170.5,-3.4098110197254843
171,-3.40059989475693
171.5,-3.3892060330936964
172,-3.3756294120985397
172.5,-3.359865726425229
173,-3.3419127852312149
173.5,-3.3217707193976285
174,-3.2994365902040776
174.5,-3.2749105952214337
175,-3.2481950479254564
175.5,-3.2192881817841927
176,-3.1881889616631729
176.5,-3.1549028189875497
177,-3.1194276684899718
177.5,-3.0817692650069408
178,-3.0419253119718257
178.5,-2.9999013268139163
179,-2.9556981576083023
179.5,-2.9093212899213512
